Action,Category,Title,Description,PicURL,StartPrice,Quantity,ConditionID,Format,Duration,Location,PostalCode,C:Brand,C:MPN,C:Color,C:Size,C:Style,C:ProductEAN,C:UPC,ReturnsAcceptedOption,ReturnsWithinOption,ShippingType,ShippingService-1:Option,ShippingService-1:Cost,ShippingService-1:AdditionalCost,DispatchTimeMax,OriginatingPostalCode,WeightMajor,WeightMinor,WeightUnit,PayPalAccepted,PayPalEmailAddress,AmEx,Discover,VisaMastercard,Category2,PaymentProfileName,ReturnProfileName,ShippingProfileName
"VerifyAdd","29585","Roma Uomo di Laura Biagiotti da UOMO N°1","Di Laura Biagiotti da UOMO N  1  GRUPPI OLFATTIVI: ORIENTALE LEGNOSO  ACCORDI PRINCIPALI:  BALSAMICO     LEGNOSO     AGRUMATO     VERDE     AROMATICO - SPEZIATO FRESCO                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:  GALBANO, BASILICO, POMPELMO E BERGAMOTTO;  NOTE DI CUORE:  PINO, GINEPRO, GELSOMINO E ELIOTROPIO;  NOTE DI FONDO:  SANDALO, PATCHOULI, BENZOINO E CEDRO.                                                 Roma per Uomo  di  Laura Biagiotti     una fragranza del gruppo Orientale Legnoso da uomo.    Roma per Uomo     stato lanciato sul mercato nel 1995.      Il Naso di questa fragranza     Annick Menardo.    Creato nel 1994, questo profumo    stato in grado di incontrare immediatamente il favore del pubblico, diventando un best seller in tutto il mondo.   Roma Uomo    un    soffio di eternit      che ravviva la magia eterna del carisma di un uomo sicuro di s   e dei propri sentimenti, ispirandosi alle sue qualit   di forza, bellezza ed eleganza.   Avvolto dell   aura mitica delle fragranze classiche, Laura Biagiotti Roma Uomo    un profumo complesso, sofisticato, ricco di sfumature e sfaccettature che si rivelano generosamente, una dopo l   altra, e riecheggiano nell   aria con intensit  .   Le note di testa sono fresche e fruttate, espresse dalla solarit   e dalla vivacit   dei frutti e delle piante mediterranee.   Il cuore    fiorito-muschiato, unione di aromi: quello terroso di muschi rari e quello classico del prezioso geranio.   Il fondo    orientale-bois  : legni pregiati con il loro mistero ed esotismo si uniscono agli aromi decisi e sensuali di ambra, vaniglia e muschio.   Il flacone in vetro opaco ha le fattezze architettoniche del Pantheon, con le colonne in rilievo, con un tappo color marrone; il contenuto ha una sfumatura di giallo intenso tendente all   arancione. Il packaging esterno richiama le venature del marmo, con una tonalit   di sfondo in un verde scuro.","http://www.essenzial.it/wp-content/uploads/2017/02/IMG_9724.jpg","7.90","0","1000","FixedPrice","GTC",,,,01eau,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Roma Uomo di Laura Biagiotti da UOMO N°1","Di Laura Biagiotti da UOMO N  1  GRUPPI OLFATTIVI: ORIENTALE LEGNOSO  ACCORDI PRINCIPALI:  BALSAMICO     LEGNOSO     AGRUMATO     VERDE     AROMATICO - SPEZIATO FRESCO                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:  GALBANO, BASILICO, POMPELMO E BERGAMOTTO;  NOTE DI CUORE:  PINO, GINEPRO, GELSOMINO E ELIOTROPIO;  NOTE DI FONDO:  SANDALO, PATCHOULI, BENZOINO E CEDRO.                                                 Roma per Uomo  di  Laura Biagiotti     una fragranza del gruppo Orientale Legnoso da uomo.    Roma per Uomo     stato lanciato sul mercato nel 1995.      Il Naso di questa fragranza     Annick Menardo.    Creato nel 1994, questo profumo    stato in grado di incontrare immediatamente il favore del pubblico, diventando un best seller in tutto il mondo.   Roma Uomo    un    soffio di eternit      che ravviva la magia eterna del carisma di un uomo sicuro di s   e dei propri sentimenti, ispirandosi alle sue qualit   di forza, bellezza ed eleganza.   Avvolto dell   aura mitica delle fragranze classiche, Laura Biagiotti Roma Uomo    un profumo complesso, sofisticato, ricco di sfumature e sfaccettature che si rivelano generosamente, una dopo l   altra, e riecheggiano nell   aria con intensit  .   Le note di testa sono fresche e fruttate, espresse dalla solarit   e dalla vivacit   dei frutti e delle piante mediterranee.   Il cuore    fiorito-muschiato, unione di aromi: quello terroso di muschi rari e quello classico del prezioso geranio.   Il fondo    orientale-bois  : legni pregiati con il loro mistero ed esotismo si uniscono agli aromi decisi e sensuali di ambra, vaniglia e muschio.   Il flacone in vetro opaco ha le fattezze architettoniche del Pantheon, con le colonne in rilievo, con un tappo color marrone; il contenuto ha una sfumatura di giallo intenso tendente all   arancione. Il packaging esterno richiama le venature del marmo, con una tonalit   di sfondo in un verde scuro.","http://www.essenzial.it/wp-content/uploads/2017/02/IMG_0865.jpg","9.90","0","1000","FixedPrice","GTC",,,,0150,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Roma Uomo di Laura Biagiotti da UOMO N°1","Di Laura Biagiotti da UOMO N  1  GRUPPI OLFATTIVI: ORIENTALE LEGNOSO  ACCORDI PRINCIPALI:  BALSAMICO     LEGNOSO     AGRUMATO     VERDE     AROMATICO - SPEZIATO FRESCO                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:  GALBANO, BASILICO, POMPELMO E BERGAMOTTO;  NOTE DI CUORE:  PINO, GINEPRO, GELSOMINO E ELIOTROPIO;  NOTE DI FONDO:  SANDALO, PATCHOULI, BENZOINO E CEDRO.                                                 Roma per Uomo  di  Laura Biagiotti     una fragranza del gruppo Orientale Legnoso da uomo.    Roma per Uomo     stato lanciato sul mercato nel 1995.      Il Naso di questa fragranza     Annick Menardo.    Creato nel 1994, questo profumo    stato in grado di incontrare immediatamente il favore del pubblico, diventando un best seller in tutto il mondo.   Roma Uomo    un    soffio di eternit      che ravviva la magia eterna del carisma di un uomo sicuro di s   e dei propri sentimenti, ispirandosi alle sue qualit   di forza, bellezza ed eleganza.   Avvolto dell   aura mitica delle fragranze classiche, Laura Biagiotti Roma Uomo    un profumo complesso, sofisticato, ricco di sfumature e sfaccettature che si rivelano generosamente, una dopo l   altra, e riecheggiano nell   aria con intensit  .   Le note di testa sono fresche e fruttate, espresse dalla solarit   e dalla vivacit   dei frutti e delle piante mediterranee.   Il cuore    fiorito-muschiato, unione di aromi: quello terroso di muschi rari e quello classico del prezioso geranio.   Il fondo    orientale-bois  : legni pregiati con il loro mistero ed esotismo si uniscono agli aromi decisi e sensuali di ambra, vaniglia e muschio.   Il flacone in vetro opaco ha le fattezze architettoniche del Pantheon, con le colonne in rilievo, con un tappo color marrone; il contenuto ha una sfumatura di giallo intenso tendente all   arancione. Il packaging esterno richiama le venature del marmo, con una tonalit   di sfondo in un verde scuro.","http://www.essenzial.it/wp-content/uploads/2017/02/Ricarica-con-grafica.jpg","17.90","0","1000","FixedPrice","GTC",,,,ric01,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Roma Uomo di Laura Biagiotti da UOMO N°1","Di Laura Biagiotti da UOMO N  1  GRUPPI OLFATTIVI: ORIENTALE LEGNOSO  ACCORDI PRINCIPALI:  BALSAMICO     LEGNOSO     AGRUMATO     VERDE     AROMATICO - SPEZIATO FRESCO                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:  GALBANO, BASILICO, POMPELMO E BERGAMOTTO;  NOTE DI CUORE:  PINO, GINEPRO, GELSOMINO E ELIOTROPIO;  NOTE DI FONDO:  SANDALO, PATCHOULI, BENZOINO E CEDRO.                                                 Roma per Uomo  di  Laura Biagiotti     una fragranza del gruppo Orientale Legnoso da uomo.    Roma per Uomo     stato lanciato sul mercato nel 1995.      Il Naso di questa fragranza     Annick Menardo.    Creato nel 1994, questo profumo    stato in grado di incontrare immediatamente il favore del pubblico, diventando un best seller in tutto il mondo.   Roma Uomo    un    soffio di eternit      che ravviva la magia eterna del carisma di un uomo sicuro di s   e dei propri sentimenti, ispirandosi alle sue qualit   di forza, bellezza ed eleganza.   Avvolto dell   aura mitica delle fragranze classiche, Laura Biagiotti Roma Uomo    un profumo complesso, sofisticato, ricco di sfumature e sfaccettature che si rivelano generosamente, una dopo l   altra, e riecheggiano nell   aria con intensit  .   Le note di testa sono fresche e fruttate, espresse dalla solarit   e dalla vivacit   dei frutti e delle piante mediterranee.   Il cuore    fiorito-muschiato, unione di aromi: quello terroso di muschi rari e quello classico del prezioso geranio.   Il fondo    orientale-bois  : legni pregiati con il loro mistero ed esotismo si uniscono agli aromi decisi e sensuali di ambra, vaniglia e muschio.   Il flacone in vetro opaco ha le fattezze architettoniche del Pantheon, con le colonne in rilievo, con un tappo color marrone; il contenuto ha una sfumatura di giallo intenso tendente all   arancione. Il packaging esterno richiama le venature del marmo, con una tonalit   di sfondo in un verde scuro.","http://www.essenzial.it/wp-content/uploads/2017/02/IMG_0932.jpg","21.90","0","1000","FixedPrice","GTC",,,,01/100,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Roma Uomo di Laura Biagiotti da UOMO N°1","Di Laura Biagiotti da UOMO N  1  GRUPPI OLFATTIVI: ORIENTALE LEGNOSO  ACCORDI PRINCIPALI:  BALSAMICO     LEGNOSO     AGRUMATO     VERDE     AROMATICO - SPEZIATO FRESCO                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:  GALBANO, BASILICO, POMPELMO E BERGAMOTTO;  NOTE DI CUORE:  PINO, GINEPRO, GELSOMINO E ELIOTROPIO;  NOTE DI FONDO:  SANDALO, PATCHOULI, BENZOINO E CEDRO.                                                 Roma per Uomo  di  Laura Biagiotti     una fragranza del gruppo Orientale Legnoso da uomo.    Roma per Uomo     stato lanciato sul mercato nel 1995.      Il Naso di questa fragranza     Annick Menardo.    Creato nel 1994, questo profumo    stato in grado di incontrare immediatamente il favore del pubblico, diventando un best seller in tutto il mondo.   Roma Uomo    un    soffio di eternit      che ravviva la magia eterna del carisma di un uomo sicuro di s   e dei propri sentimenti, ispirandosi alle sue qualit   di forza, bellezza ed eleganza.   Avvolto dell   aura mitica delle fragranze classiche, Laura Biagiotti Roma Uomo    un profumo complesso, sofisticato, ricco di sfumature e sfaccettature che si rivelano generosamente, una dopo l   altra, e riecheggiano nell   aria con intensit  .   Le note di testa sono fresche e fruttate, espresse dalla solarit   e dalla vivacit   dei frutti e delle piante mediterranee.   Il cuore    fiorito-muschiato, unione di aromi: quello terroso di muschi rari e quello classico del prezioso geranio.   Il fondo    orientale-bois  : legni pregiati con il loro mistero ed esotismo si uniscono agli aromi decisi e sensuali di ambra, vaniglia e muschio.   Il flacone in vetro opaco ha le fattezze architettoniche del Pantheon, con le colonne in rilievo, con un tappo color marrone; il contenuto ha una sfumatura di giallo intenso tendente all   arancione. Il packaging esterno richiama le venature del marmo, con una tonalit   di sfondo in un verde scuro.","http://www.essenzial.it/wp-content/uploads/2017/02/IMG_0868.jpg","12.90","0","1000","FixedPrice","GTC",,,,01/50,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Roma Uomo di Laura Biagiotti da UOMO N°1","Di Laura Biagiotti da UOMO N  1  GRUPPI OLFATTIVI: ORIENTALE LEGNOSO  ACCORDI PRINCIPALI:  BALSAMICO     LEGNOSO     AGRUMATO     VERDE     AROMATICO - SPEZIATO FRESCO                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:  GALBANO, BASILICO, POMPELMO E BERGAMOTTO;  NOTE DI CUORE:  PINO, GINEPRO, GELSOMINO E ELIOTROPIO;  NOTE DI FONDO:  SANDALO, PATCHOULI, BENZOINO E CEDRO.                                                 Roma per Uomo  di  Laura Biagiotti     una fragranza del gruppo Orientale Legnoso da uomo.    Roma per Uomo     stato lanciato sul mercato nel 1995.      Il Naso di questa fragranza     Annick Menardo.    Creato nel 1994, questo profumo    stato in grado di incontrare immediatamente il favore del pubblico, diventando un best seller in tutto il mondo.   Roma Uomo    un    soffio di eternit      che ravviva la magia eterna del carisma di un uomo sicuro di s   e dei propri sentimenti, ispirandosi alle sue qualit   di forza, bellezza ed eleganza.   Avvolto dell   aura mitica delle fragranze classiche, Laura Biagiotti Roma Uomo    un profumo complesso, sofisticato, ricco di sfumature e sfaccettature che si rivelano generosamente, una dopo l   altra, e riecheggiano nell   aria con intensit  .   Le note di testa sono fresche e fruttate, espresse dalla solarit   e dalla vivacit   dei frutti e delle piante mediterranee.   Il cuore    fiorito-muschiato, unione di aromi: quello terroso di muschi rari e quello classico del prezioso geranio.   Il fondo    orientale-bois  : legni pregiati con il loro mistero ed esotismo si uniscono agli aromi decisi e sensuali di ambra, vaniglia e muschio.   Il flacone in vetro opaco ha le fattezze architettoniche del Pantheon, con le colonne in rilievo, con un tappo color marrone; il contenuto ha una sfumatura di giallo intenso tendente all   arancione. Il packaging esterno richiama le venature del marmo, con una tonalit   di sfondo in un verde scuro.","http://www.essenzial.it/wp-content/uploads/2017/02/IMG_0868.jpg","8.90","0","1000","FixedPrice","GTC",,,,01/30,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Roma Uomo di Laura Biagiotti da UOMO N°1","Di Laura Biagiotti da UOMO N  1  GRUPPI OLFATTIVI: ORIENTALE LEGNOSO  ACCORDI PRINCIPALI:  BALSAMICO     LEGNOSO     AGRUMATO     VERDE     AROMATICO - SPEZIATO FRESCO                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:  GALBANO, BASILICO, POMPELMO E BERGAMOTTO;  NOTE DI CUORE:  PINO, GINEPRO, GELSOMINO E ELIOTROPIO;  NOTE DI FONDO:  SANDALO, PATCHOULI, BENZOINO E CEDRO.                                                 Roma per Uomo  di  Laura Biagiotti     una fragranza del gruppo Orientale Legnoso da uomo.    Roma per Uomo     stato lanciato sul mercato nel 1995.      Il Naso di questa fragranza     Annick Menardo.    Creato nel 1994, questo profumo    stato in grado di incontrare immediatamente il favore del pubblico, diventando un best seller in tutto il mondo.   Roma Uomo    un    soffio di eternit      che ravviva la magia eterna del carisma di un uomo sicuro di s   e dei propri sentimenti, ispirandosi alle sue qualit   di forza, bellezza ed eleganza.   Avvolto dell   aura mitica delle fragranze classiche, Laura Biagiotti Roma Uomo    un profumo complesso, sofisticato, ricco di sfumature e sfaccettature che si rivelano generosamente, una dopo l   altra, e riecheggiano nell   aria con intensit  .   Le note di testa sono fresche e fruttate, espresse dalla solarit   e dalla vivacit   dei frutti e delle piante mediterranee.   Il cuore    fiorito-muschiato, unione di aromi: quello terroso di muschi rari e quello classico del prezioso geranio.   Il fondo    orientale-bois  : legni pregiati con il loro mistero ed esotismo si uniscono agli aromi decisi e sensuali di ambra, vaniglia e muschio.   Il flacone in vetro opaco ha le fattezze architettoniche del Pantheon, con le colonne in rilievo, con un tappo color marrone; il contenuto ha una sfumatura di giallo intenso tendente all   arancione. Il packaging esterno richiama le venature del marmo, con una tonalit   di sfondo in un verde scuro.","http://www.essenzial.it/wp-content/uploads/2016/10/Roma-Uomo.jpg","43.90","0","1000","FixedPrice","GTC",,,,orig-01,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Luna Rossa di Prada da uomo N°6","Di Prada da UOMO N  6  GRUPPI OLFATTIVI: AGRUMATO AROMATICO  ACCORDI PRINCIPALI: AROMATICO - SPEZIATO FRESCO     AMBRA     AGRUMATO - VERDE                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:    ARANCIA AMARA E LAVANDA;  NOTE DI CUORE:    SALVIA SCLAREA E MENTA;  NOTE DI FONDO:    SEMI DI AMBRETTA (MALVA MUSCHIATA) E AMBROXAN.                                                 Luna Rossa di Prada    una fragranza del gruppo Agrumato Aromatico da uomo.    Luna Rossa    stato lanciato sul mercato nel 2012.    Il Naso di questa fragranza    Daniela (Roche) Andrier.    Nel mese di settembre 2012, Prada presenta la sua nuova fragranza maschile, che prende il nome della barca a vela e del suo team Luna Rossa, che partecipa alle gare di Coppa America.   Questa eau de toilette trae ispirazione proprio dal mondo della vela estrema, il prestigio, la natura marina e la passione per l'innovazione e la vittoria.   La composizione, creata dal profumiere Daniela Andrier, si sviluppa attorno alla nota principale di lavanda. L   intensit   e la freschezza degli accordi sono enfatizzati dall'uso di note classiche in modi nuovi e innovativi. Tali note includono assoluto di arancio amaro, salvia sclarea e menta , e assoluto di ambretta e ambroxan.   Il design del flacone, ispirato alla vela moderna,    firmato da Yves Behar.","http://www.essenzial.it/wp-content/uploads/2016/11/prada-luna-rossa-profumo-da-uomo.jpg","62.90","0","1000","FixedPrice","GTC",,,,orig-06,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Luna Rossa di Prada da uomo N°6","Di Prada da UOMO N  6  GRUPPI OLFATTIVI: AGRUMATO AROMATICO  ACCORDI PRINCIPALI: AROMATICO - SPEZIATO FRESCO     AMBRA     AGRUMATO - VERDE                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:    ARANCIA AMARA E LAVANDA;  NOTE DI CUORE:    SALVIA SCLAREA E MENTA;  NOTE DI FONDO:    SEMI DI AMBRETTA (MALVA MUSCHIATA) E AMBROXAN.                                                 Luna Rossa di Prada    una fragranza del gruppo Agrumato Aromatico da uomo.    Luna Rossa    stato lanciato sul mercato nel 2012.    Il Naso di questa fragranza    Daniela (Roche) Andrier.    Nel mese di settembre 2012, Prada presenta la sua nuova fragranza maschile, che prende il nome della barca a vela e del suo team Luna Rossa, che partecipa alle gare di Coppa America.   Questa eau de toilette trae ispirazione proprio dal mondo della vela estrema, il prestigio, la natura marina e la passione per l'innovazione e la vittoria.   La composizione, creata dal profumiere Daniela Andrier, si sviluppa attorno alla nota principale di lavanda. L   intensit   e la freschezza degli accordi sono enfatizzati dall'uso di note classiche in modi nuovi e innovativi. Tali note includono assoluto di arancio amaro, salvia sclarea e menta , e assoluto di ambretta e ambroxan.   Il design del flacone, ispirato alla vela moderna,    firmato da Yves Behar.","http://www.essenzial.it/wp-content/uploads/2016/11/luna-rossa-prada-uomo-50-12.jpg","9.90","0","1000","FixedPrice","GTC",,,,0650,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
"VerifyAdd","29585","Luna Rossa di Prada da uomo N°6","Di Prada da UOMO N  6  GRUPPI OLFATTIVI: AGRUMATO AROMATICO  ACCORDI PRINCIPALI: AROMATICO - SPEZIATO FRESCO     AMBRA     AGRUMATO - VERDE                                           PIRAMIDE OLFATTIVA  NOTE DI TESTA:    ARANCIA AMARA E LAVANDA;  NOTE DI CUORE:    SALVIA SCLAREA E MENTA;  NOTE DI FONDO:    SEMI DI AMBRETTA (MALVA MUSCHIATA) E AMBROXAN.                                                 Luna Rossa di Prada    una fragranza del gruppo Agrumato Aromatico da uomo.    Luna Rossa    stato lanciato sul mercato nel 2012.    Il Naso di questa fragranza    Daniela (Roche) Andrier.    Nel mese di settembre 2012, Prada presenta la sua nuova fragranza maschile, che prende il nome della barca a vela e del suo team Luna Rossa, che partecipa alle gare di Coppa America.   Questa eau de toilette trae ispirazione proprio dal mondo della vela estrema, il prestigio, la natura marina e la passione per l'innovazione e la vittoria.   La composizione, creata dal profumiere Daniela Andrier, si sviluppa attorno alla nota principale di lavanda. L   intensit   e la freschezza degli accordi sono enfatizzati dall'uso di note classiche in modi nuovi e innovativi. Tali note includono assoluto di arancio amaro, salvia sclarea e menta , e assoluto di ambretta e ambroxan.   Il design del flacone, ispirato alla vela moderna,    firmato da Yves Behar.","http://www.essenzial.it/wp-content/uploads/2017/02/ricarica1.jpg","17.90","0","1000","FixedPrice","GTC",,,,ric06,,,,,,"ReturnsAccepted",,,,,,,,,,,,,,,,,,,
